address1,address2,address3,dlr_cd,dlr_nm,full_address,opt1,opt2,org_cd,org_nm,org_type,phone_number
경기,성남시,수정구 성남대로 1225 (수진동),313611,청춘,경기 성남시 수정구 성남대로 1225 (수진동),강동영업담당,동서울지점,P258656,수진동_태평역점,일반점,070-8286-4551
경기,성남시,수정구 시민로 177 (신흥동),312959,MTI,경기 성남시 수정구 시민로 177 (신흥동),강동영업담당,동서울지점,P271947,신흥동_이마트사거리점,일반점,010-8181-7570
경기,성남시,중원구 금상로 5-1 (상대원동),310864,주식회사 대통,경기 성남시 중원구 금상로 5-1 (상대원동),강동영업담당,동서울지점,P285816,상대원동_상대원시장점,일반점,010-7700-0027
경기,성남시,중원구 성남대로 1144 1층 (성남동),372367,모란1호직영점,경기 성남시 중원구 성남대로 1144 1층 (성남동),강동영업담당,동서울지점,P029369,성남동_모란역점,일반점,010-8080-5940
경기,성남시,수정구 산성대로 249  1층 (신흥동) .,372374,신흥역직영점,경기 성남시 수정구 산성대로 249  1층 (신흥동) .,강동영업담당,동서울지점,P285711,신흥동_신흥사거리점,일반점,010-8080-1173
경기,성남시,수정구 수정로 106 2필지 중앙시장 1층 108호 (수진동),307044,(주) 에스엠드림,경기 성남시 수정구 수정로 106 2필지 중앙시장 1층 108호 (수진동),강동영업담당,동서울지점,P016127,수진동_중앙시장사거리점,일반점,010-5643-0001
경기,성남시,수정구 수정로 115 경기도,307044,(주) 에스엠드림,경기도 성남시 수정구 수정로 115 경기도 성남시 수정구 태평3동 3679-1번지,강동영업담당,동서울지점,P018914,수진동_중앙점,일반점,010-5643-0001
경기,성남시,수정구 수정로 144 (수진동),307044,(주) 에스엠드림,경기 성남시 수정구 수정로 144 (수진동),강동영업담당,동서울지점,P200253,수진동_수진점,일반점,010-5643-0001
경기,성남시,수정구 수정로 141-1 102호 (태평동),370125,성남중앙직영점,경기 성남시 수정구 수정로 141-1 102호 (태평동),강동영업담당,동서울지점,P172079,태평동_중파점,일반점,010-8080-0925
경기,성남시,중원구 금광동 3666,308281,황길정텔레콤,경기 성남시 중원구 금광동 3666,강동영업담당,동서울지점,P854094,금광동_금광점,일반점,010-5768-1004
서울,서초구,"신반포로 176  (반포동, 센트럴시티) .",370123,센트럴시티직영점,"서울 서초구 신반포로 176  (반포동, 센트럴시티) .",강동영업담당,서초지점,P183401,반포4동_센트럴시티점,일반점,070-5123-6446
서울,강남구,도곡로 441 (대치동),312753,베스트글로벌,서울 강남구 도곡로 441 (대치동),강동영업담당,서초지점,P266754,대치4동_도곡로점,일반점,010-8213-0123
서울,강남구,선릉로 435 (역삼동),311370,(주)바운스텔레콤,서울 강남구 선릉로 435 (역삼동),강동영업담당,서초지점,P000095,역삼2동_선릉역점,일반점,02-3453-7911
서울,강남구,테헤란로 421  (삼성동) .,371566,테헤란로직영점,서울 강남구 테헤란로 421  (삼성동) .,강동영업담당,서초지점,P207461,삼성2동_테헤란로점,일반점,070-4032-8577
서울,강남구,"밤고개로1길 10 지하2층 B 243호 244호 (수서동, 수서현대벤쳐빌)",307558,(주)신윤티앤에스,"서울 강남구 밤고개로1길 10 지하2층 B 243호 244호 (수서동, 수서현대벤쳐빌)",강동영업담당,서초지점,P272750,수서동_수서역점,일반점,02-556-8019
서울,강남구,"영동대로 513 COEX 지하1층 J110호 (삼성동, 코엑스)",307558,(주)신윤티앤에스,"서울 강남구 영동대로 513 COEX 지하1층 J110호 (삼성동, 코엑스)",강동영업담당,서초지점,P258525,삼성1동_코엑스점,일반점,02-6002-4010
서울,서초구,"남부순환로 2626 1층 (양재동, 동신빌딩)",313032,한결,"서울 서초구 남부순환로 2626 1층 (양재동, 동신빌딩)",강동영업담당,서초지점,P000088,양재1동_양재역점,일반점,070-4065-2422
서울,서초구,"동작대로 22 (방배동, 삼미빌딩)",307044,(주) 에스엠드림,"서울 서초구 동작대로 22 (방배동, 삼미빌딩)",강동영업담당,동서울지점,P249030,방배동_사당역점,일반점,010-8289-5726
경기,성남시,분당구 돌마로 67 금산잼월드 1층 107호 (금곡동),312413,주식회사 씨엠씨,경기 성남시 분당구 돌마로 67 금산잼월드 1층 107호 (금곡동),강동영업담당,분당지점,P047015,금곡동_금산잼월드점,일반점,070-8225-5535
경기,하남시,덕풍동로 111-33(덕풍동),371720,하남직영점,경기 하남시 덕풍동로 111-33(덕풍동),강동영업담당,동서울지점,P287945,덕풍동_하남푸르지오점,일반점,010-8080-3834
서울,동작구,알마타길 6 1층 엘지 (대방동),372512,대방직영점,서울 동작구 알마타길 6 1층 엘지 (대방동),강남영업담당,남서울지점,P262052,대방직영점,일반점,070-5017-9817
서울,강남구,"선릉로 815 1층 6호 (신사동, 신한양빌딩)",310952,(주)이에스모바일,"서울 강남구 선릉로 815 1층 6호 (신사동, 신한양빌딩)",강동영업담당,서초지점,P039844,신사동_압구정로데오점,일반점,070-4685-9415
서울,강동구,"양재대로 1576 1층 (명일동, 삼익빌딩)",307871,Js 텔레콤,"서울 강동구 양재대로 1576 1층 (명일동, 삼익빌딩)",강동영업담당,동서울지점,P042539,명일동_굽은다리역점,일반점,02-6927-0010
서울,서초구,강남대로 221  제1호 2호 (양재동) .,372425,양재역직영점,서울 서초구 강남대로 221  제1호 2호 (양재동) .,강동영업담당,서초지점,P951475,양재1동_양재역점,일반점,070-4065-5093
서울,송파구,"오금로 512  107호 (거여동, 거여역2차쌍용아파트) .",311177,(주)디엠과사람들,"서울 송파구 오금로 512  107호 (거여동, 거여역2차쌍용아파트) .",강동영업담당,서초지점,P044332,거여동_거여역점,일반점,070-8223-2549
서울,강남구,압구정로28길 19 (신사동),371345,압구정역직영점,서울 강남구 압구정로28길 19 (신사동),강동영업담당,서초지점,P272986,신사동_압구정역점,일반점,070-4024-2430
서울,강남구,선릉로 635  1층 (논현동) .,371325,강남구청역직영점,서울 강남구 선릉로 635  1층 (논현동) .,강동영업담당,서초지점,P000003,논현2동_강남구청역점,일반점,02-3416-7900
경기,성남시,분당구 백현로 97  1층 (수내동) .,312742,엘유모바일,경기 성남시 분당구 백현로 97  1층 (수내동) .,강동영업담당,분당지점,P042362,수내1동_수내역2점,일반점,031-721-7776
서울,서초구,"방배로 94 1층 (방배동, 덕우빌딩)",313578,선율처럼,"서울 서초구 방배로 94 1층 (방배동, 덕우빌딩)",강동영업담당,서초지점,P018880,방배1동_방배로점,일반점,02-583-8010
경기,용인시,수지구 광교중앙로 301,311908,(주)프렌즈컴퍼니,경기 용인시 수지구 광교중앙로 301,강동영업담당,분당지점,P287610,상현동_광교2점,일반점,031-217-4449
서울,강남구,"강남대로 338 1층 (역삼동, 서울빌딩)",307812,(주)더지,"서울 강남구 강남대로 338 1층 (역삼동, 서울빌딩)",강동영업담당,서초지점,P030199,역삼1동_강남대로점,일반점,070-8267-1088
경기,이천시,영창로 214 (창전동),310471,(주)넘버원커뮤니케이션즈,경기 이천시 영창로 214 (창전동),강동영업담당,분당지점,P185297,창전동_분수대오거리점,일반점,010-8008-5029
서울,서초구,신반포로 340 1층 (반포동),313141,이삭컴퍼니,서울 서초구 신반포로 340 1층 (반포동),강동영업담당,서초지점,P959700,반포1동_논현점,일반점,02-3444-0019
경기,광주시,태봉로 35,310864,주식회사 대통,경기 광주시 태봉로 35,강동영업담당,동서울지점,P286306,태전동_성원아파트점,일반점,010-7700-0027
서울,송파구,거마로 51,370290,마천직영점,서울 송파구 거마로 51,강동영업담당,서초지점,P287138,거여동_마천사거리점,일반점,010-8080-4993
경기,성남시,수정구 수정로 75 1층 (태평동),313075,오광통신,경기 성남시 수정구 수정로 75 1층 (태평동),강동영업담당,동서울지점,P215126,태평동_태평역2번출구점,일반점,010-5611-0123
서울,강남구,"강남대로 600  104호 (논현동, 동산빌딩) .",370198,신사역직영점,"서울 강남구 강남대로 600  104호 (논현동, 동산빌딩) .",강동영업담당,서초지점,P019033,논현1동_신사역점,일반점,070-4076-9019
경기,하남시,대청로 11 (,309638,(주)드림워커스모바일,경기도 하남시 대청로 11 (하남시 신장동 519-3) (신장동),강동영업담당,동서울,P218322,신장동_하남시청1점,일반점,031-794-3802
서울,노원구,중계4동 591번지 대호아파트 189호 190호,308485,(주)오즈글로벌,서울 노원구 중계4동 591번지 대호아파트 189호 190호,강북영업담당,북서울지점,P030441,노원_상계역,일반점,02-935-6010
서울,광진구,자양번영로 42 (자양동),312017,(주)신세계정보통신,서울 광진구 자양번영로 42 (자양동),강동영업담당,광진지점,P782008,자양동_신자양점,일반점,010-2225-5722
경기,의정부시,"청사로 37 110호 (금오동, 신세계프라자)",309860,(주)오름커뮤니케이션,"경기 의정부시 청사로 37 110호 (금오동, 신세계프라자)",강북영업담당,북서울지점,P044682,의정부_홈플러스맞은편,일반점,070-8788-8005
경기,의정부시,오목로225번길 140 (민락동),309294,메인텔레콤,경기도 의정부시 오목로225번길 140 (민락동),강북영업담당,북서울지점,P290424,의정부_민락2지구,일반점,031-852-7019
경기,남양주시,"호평동 639번지 호평프라자 108호, 109호",310121,JM텔레콤,"경기도 남양주시 호평동 639번지 호평프라자 108호, 109호",강동영업담당,광진지점,P256341,호평동_호평프라자점,일반점,031-592-6010
서울,노원구,동일로 1077 (공릉동),311563,위드 유플러스,서울 노원구 동일로 1077 (공릉동),강북영업담당,북서울지점,P048584,노원_공릉,일반점,02-949-2010
경기,구리시,"경춘로 253 (인창동, 황금시계빌딩)",309603,(주)케이제이스마트,"경기 구리시 경춘로 253 (인창동, 황금시계빌딩)",강동영업담당,광진지점,P139965,인창동_구리역점,일반점,070-4675-5270
경기,남양주시,별내5로5번길 1 106호 (별내동),312350,선 모바일,경기 남양주시 별내5로5번길 1 106호 (별내동),강동영업담당,광진지점,P272913,별내동_신안인스빌점,일반점,070-4038-6010
서울,도봉구,도봉로 581 (쌍문동),372500,도봉보건소사거리직영점,서울 도봉구 도봉로 581 (쌍문동),강북영업담당,북서울지점,P287807,도봉_보건소사거리,일반점,070-4036-3748
서울,중랑구,동일로 795 (중화동),310104,주식회사 에스지피플,서울 중랑구 동일로 795 (중화동),강동영업담당,광진지점,P048512,중화동_중화역점,일반점,010-5757-4848
서울,도봉구,도봉로 464  (창동) .,370005,쌍문직영점,서울 도봉구 도봉로 464  (창동) .,강북영업담당,북서울지점,P018700,도봉_쌍문역2번,일반점,02-989-8019
서울,중랑구,"봉화산로 194 106호 (신내동, 신아타운)",310104,주식회사 에스지피플,"서울 중랑구 봉화산로 194 106호 (신내동, 신아타운)",강동영업담당,광진지점,P244307,신내동_신아타운2점,일반점,010-8388-9879
서울,도봉구,창5동 74-6번지 1층,311135,피케이,서울 도봉구 창5동 74-6번지 1층,강북영업담당,북서울지점,P225755,도봉_창동역서측,일반점,070-4809-6608
서울,중랑구,동일로 917  (묵동) .,371257,먹골직영점,서울 중랑구 동일로 917  (묵동) .,강동영업담당,광진지점,P955256,묵동_먹골역점,일반점,010-8080-7635
서울,중랑구,"중화동  208-33 주상복합 1층 116호,117호 .",370169,중랑직영점,"서울시 중랑구 중화동  208-33 주상복합 1층 116호,117호 .",강동영업담당,광진지점,P253448,중화동_중랑역점,일반점,010-8080-6191
서울,중랑구,용마산로 497 (망우동),310104,주식회사 에스지피플,서울 중랑구 용마산로 497 (망우동),강동영업담당,광진지점,P049253,망우동_우림시장점,일반점,010-8388-8960
서울,노원구,노해로 488 (상계동),300288,(주)영광텔레콤,서울 노원구 노해로 488 (상계동),강북영업담당,북서울지점,P034797,노원_노원7호선,일반점,02-931-2010
서울,노원구,노해로 495 (상계동),313030,T.O.P텔레콤,서울 노원구 노해로 495 (상계동),강북영업담당,북서울지점,P276868,노원_문화거리입구,일반점,070-5111-4791
서울,노원구,동일로237길 2  (상계동) .,371446,수락산직영점,서울 노원구 동일로237길 2  (상계동) .,강북영업담당,북서울지점,P283803,노원_수락산역_1호점,일반점,070-8633-0733
서울,노원구,"동일로 1669 (상계동, 수락프라자)",312912,태원,"서울 노원구 동일로 1669 (상계동, 수락프라자)",강북영업담당,북서울지점,P245488,노원_수락산역_2호점,일반점,02-977-3166
서울,노원구,"동일로 1530(상계동, 다모아빌딩)",312285,메가팩토리,"서울 노원구 동일로 1530(상계동, 다모아빌딩)",강북영업담당,북서울지점,P293467,노원_마들역2번,일반점,070-4327-5222
서울,성동구,왕십리로 318  (도선동) .,372277,왕십리직영점,서울 성동구 왕십리로 318  (도선동) .,강동영업담당,광진지점,P239213,도선동_왕십리역점,일반점,010-8080-2730
서울,성동구,왕십리로 321 1층 3호 (행당동),311233,주식회사 대성정보이동통신,서울 성동구 왕십리로 321 1층 3호 (행당동),강동영업담당,광진지점,P880120,행당동_왕십리역점,일반점,010-4000-5716
서울,성동구,"고산자로 201 1층 (행당동, 세종빌딩)",309867,(주)거성정보통신,"서울 성동구 고산자로 201 1층 (행당동, 세종빌딩)",강동영업담당,광진지점,P121118,행당동_무학여고점,일반점,010-7737-3037
서울,강북구,도봉로 45 (미아동),307674,(주)씨엔앤케이,서울 강북구 도봉로 45 (미아동),강북영업담당,중부지점,P035850,미아동_미아사거리역점,일반점,02-732-6010
서울,강북구,"도봉로 334 1층 (번동, 영광빌딩)",372388,강북번동직영점,"서울 강북구 도봉로 334 1층 (번동, 영광빌딩)",강북영업담당,중부지점,P278415,번동_수유역3번출구점,일반점,070-4036-6261
서울,광진구,천호대로 659 (구의동),309867,(주)거성정보통신,서울 광진구 천호대로 659 (구의동),강동영업담당,광진지점,P276455,구의동_아차산역점,일반점,010-7676-6222
경기,구리시,경춘로 188 (수택동),370821,교문직영점,경기 구리시 경춘로 188 (수택동),강동영업담당,광진지점,P013851,수택1동_중앙예식장점,일반점,070-4036-4829
서울,광진구,"아차산로 360  1층 (자양동, 서원빌딩) .",370157,구의역직영점,"서울 광진구 아차산로 360  1층 (자양동, 서원빌딩) .",강동영업담당,광진지점,P040687,자양동_구의역점,일반점,010-8080-0942
경기,구리시,"이문안로 70 (수택동, 록천빌딩)",309603,(주)케이제이스마트,"경기 구리시 이문안로 70 (수택동, 록천빌딩)",강동영업담당,광진지점,P281035,수택동_수택3동1점,일반점,070-4675-5258
서울,광진구,능동로 91 (자양동),309861,(주)리테일앤컴퍼니,서울 광진구 능동로 91 (자양동),강동영업담당,광진지점,P251817,자양동_건대입구역점,일반점,010-2495-3899
서울,광진구,천호대로 573 (중곡동),312017,(주)신세계정보통신,서울 광진구 천호대로 573 (중곡동),강동영업담당,광진지점,P281812,중곡동_군자역점,일반점,010-7565-7365
경기,구리시,"이문안로 62 (수택동, 동진빌딩)",310335,주식회사 일프로,"경기 구리시 이문안로 62 (수택동, 동진빌딩)",강동영업담당,광진지점,P172375,수택동_수택3동2점,일반점,070-8257-4728
경기,의정부시,평화로 548-1  (의정부동) .,309860,(주)오름커뮤니케이션,경기 의정부시 평화로 548-1  (의정부동) .,강북영업담당,북서울지점,P015014,의정부_흥선지하삼거리,일반점,070-4351-4251
경기,의정부시,호원2동 414-9번지 1층 101호 102호,309860,(주)오름커뮤니케이션,경기 의정부시 호원2동 414-9번지 1층 101호 102호,강북영업담당,북서울지점,P193012,의정부_회룡역_일반,일반점,070-8788-8788
경기,의정부시,외미로 100 (호원동),313173,파머스컴퍼니,경기 의정부시 외미로 100 (호원동),강북영업담당,북서울지점,P292189,의정부_회룡역서부,일반점,070-4001-3552
경기,의정부시,신흥로 125 LG유플러스 1층 (호원동),311612,주관커뮤니케이션,경기 의정부시 신흥로 125 LG유플러스 1층 (호원동),강북영업담당,북서울지점,P273186,의정부_범골역,일반점,070-8282-1737
경기,의정부시,"시민로 81  105호 (의정부동, 서부타워) .",312992,진우커뮤니케이션,"경기 의정부시 시민로 81  105호 (의정부동, 서부타워) .",강북영업담당,북서울지점,P152778,의정부_의정부역서부광장,일반점,070-4024-4678
서울,중랑구,망우로 308 (상봉동),310104,주식회사 에스지피플,서울 중랑구 망우로 308 (상봉동),강동영업담당,광진지점,P166259,상봉동_상봉역점,일반점,010-8388-9060
경기,의정부시,장암동 20-14번지,309860,(주)오름커뮤니케이션,경기 의정부시 장암동 20-14번지,강북영업담당,북서울지점,P262214,의정부_발곡역,일반점,070-4351-6165
경기,의정부시,"발곡로 22 101동 102호 (신곡동, 신풍프라자)",309860,(주)오름커뮤니케이션,"경기 의정부시 발곡로 22 101동 102호 (신곡동, 신풍프라자)",강북영업담당,북서울지점,P170927,의정부_신곡1동주민센터_일반,일반점,070-4351-6692
경기,의정부시,행복로 9(의정부동),309860,(주)오름커뮤니케이션,경기 의정부시 행복로 9(의정부동),강북영업담당,북서울지점,P288031,의정부_행복로,일반점,070-4351-4201
경기,의정부시,태평로73번길 7 (의정부동),372400,제일시장직영점,경기 의정부시 태평로73번길 7 (의정부동),강북영업담당,북서울지점,P252076,의정부_제일시장,일반점,070-4046-5873
서울,노원구,석계로 4103-106호 (월계동),372548,석계직영점,서울 노원구 석계로 4103-106호 (월계동),강북영업담당,북서울지점,P283322,노원_석계역,일반점,070-4036-3748
서울,성북구,길음로 6 (길음동),370899,길음역직영점,서울 성북구 길음로 6 (길음동),강북영업담당,중부지점,P273246,길음동_길음역,일반점,070-4038-7317
경기,구리시,"검배로 55 104동 105호 (수택동, 하이스트빌)",309853,명문텔레콤,"경기 구리시 검배로 55 104동 105호 (수택동, 하이스트빌)",강동영업담당,광진지점,P225027,수택1동_남양시장점,일반점,070-7561-7040
서울,광진구,"구의동 252-44번지 108,109호",309980,H.I.M텔레콤,"서울 광진구 구의동 252-44번지 108,109호",강동영업담당,광진지점,P223834,구의동_광진구청점,일반점,010-3993-0039
서울,동대문구,왕산로 110 (용두동),371445,제기역직영점,서울 동대문구 왕산로 110 (용두동),강북영업담당,중부지점,P257045,제기동_제기역점,일반점,070-4045-7241
서울,성동구,옥수동 560번지 옥수어울림상가 206호,370381,옥수역직영점,서울 성동구 옥수동 560번지 옥수어울림상가 206호,강동영업담당,광진지점,P195217,옥수동_옥수역점,일반점,010-8080-4472
서울,성북구,화랑로 248 (석관동),312280,제이유플러스,서울 성북구 화랑로 248 (석관동),강북영업담당,중부지점,P272692,석관동_돌곶이역점,일반점,02-962-5417
경기,남양주시,화도읍 맷돌로 114 1층 (메디칼프라자),312814,주식회사 아미,경기 남양주시 화도읍 맷돌로 114 1층 (메디칼프라자),강동영업담당,광진지점,P280912,화도읍_중흥점,일반점,070-8625-3637
경기,양주시,백석읍 양주산성로 636 .,309294,메인텔레콤,경기 양주시 백석읍 양주산성로 636 .,강북영업담당,북서울지점,P275757,양주_백석,일반점,031-826-7019
서울,노원구,동일로 1392  (노원)(중계동)(하계동) (상계동),309860,(주)오름커뮤니케이션,서울시 노원구 동일로 1392  (노원)(중계동)(하계동) (상계동),강북영업담당,북서울지점,P285927,노원_노원역5번출구,일반점,070-4351-6906
경기,양주시,평화로 1429  (덕계동) .,312992,진우커뮤니케이션,경기 양주시 평화로 1429  (덕계동) .,강북영업담당,북서울지점,P228470,양주_리치마트옆,일반점,070-8233-0651
경기,시흥시,삼미시장4길 7-1 마루상가 1층 (신천동),313700,㈜가온텔레콤,경기 시흥시 삼미시장4길 7-1 마루상가 1층 (신천동),강남영업담당,안산지점,P144446,가온텔레콤_삼미시장점,일반점,031-312-9010
서울,양천구,목동로 201 1층 목동역 2번출구앞 (신정동),309759,(주)경서사람들,서울 양천구 목동로 201 1층 목동역 2번출구앞 (신정동),강북영업담당,강서지점,P882133,목동_목동역1점,일반점,02-2039-5370
경기,안양시,동안구 평촌대로223번길 49 아트타워빌딩 1층 LG유플러스(호계동,370172,범계역직영점,경기도 안양시 동안구 평촌대로223번길 49 아트타워빌딩 1층 LG유플러스(호계동,강남영업담당,수원지점,P286204,범계역직영점,일반점,070-5017-2263
서울,관악구,신림로 358-1 1층 (신림동),311861,주식회사 에스와이패밀리,서울 관악구 신림로 358-1 1층 (신림동),강남영업담당,남서울지점,P030410,SY패밀리_신림점,일반점,070-4606-0936
경기,안양시,"동안구 범계동  1045-7번지 백운빌딩 101,102호 .",311823,(주)킹,"경기 안양시 동안구 범계동  1045-7번지 백운빌딩 101,102호 .",강남영업담당,수원지점,P024294,킹텔레콤_범계역점,일반점,070-5022-7750
경기,광명시,광명로 894  (광명동) .,370049,광명직영점,경기 광명시 광명로 894  (광명동) .,강북영업담당,강서지점,P239319,광명_광명사거리역,일반점,070-7563-0019
서울,강서구,"강서로 52 1층 107호 (화곡동, 화곡판타지아빌딩)",308080,주식회사 웅장,"서울 강서구 강서로 52 1층 107호 (화곡동, 화곡판타지아빌딩)",강북영업담당,강서지점,P038897,화곡_까치산역1점,일반점,02-2677-0040
서울,양천구,신월로 282 (신정동),301964,(주)기분좋은웰빙,서울 양천구 신월로 282 (신정동),강북영업담당,강서지점,P028147,신정_신정네거리_1점,일반점,02-2690-8010
서울,관악구,시흥대로 548 (신림동),312275,(주)와이즈피플,서울 관악구 시흥대로 548 (신림동),강남영업담당,남서울지점,P290459,조원동점,일반점,070-8623-8288
서울,강서구,강서로 171 (화곡동),308080,주식회사 웅장,서울 강서구 강서로 171 (화곡동),강북영업담당,강서지점,P202219,화곡_화곡역2점,일반점,070-4032-8377
서울,관악구,남부순환로 1596 1층 (신림동),310968,(주)조이모바일,서울 관악구 남부순환로 1596 1층 (신림동),강남영업담당,남서울지점,P035430,JOY텔레콤_신림중앙점,일반점,070-4009-6366
경기,광명시,오리로 971-1 (광명동),370474,광명시장직영점,경기 광명시 오리로 971-1 (광명동),강북영업담당,강서지점,P271356,광명_광명사거리2점,일반점,070-5104-0474
서울,관악구,남부순환로 1601  (신림동) .,370491,신림직영점,서울 관악구 남부순환로 1601  (신림동) .,강남영업담당,남서울지점,P240772,신림직영점,일반점,070-8259-4188
서울,동작구,동작대로 127  1층 LG텔레콤 (사당동) .,370293,총신대직영점,서울 동작구 동작대로 127  1층 LG텔레콤 (사당동) .,강남영업담당,남서울지점,P032719,총신대직영점,일반점,070-4015-5837
경기,광명시,"오리로 865 (철산동, 철산빌딩)",309759,(주)경서사람들,"경기 광명시 오리로 865 (철산동, 철산빌딩)",강북영업담당,강서지점,P215818,철산_철산역,일반점,02-2686-1952
경기,광명시,"범안로 1047 1층 104호 (하안동, 하안상업지구우덕빌딩)",307524,(주)에스엠포유,"경기 광명시 범안로 1047 1층 104호 (하안동, 하안상업지구우덕빌딩)",강북영업담당,강서지점,P040888,하안_하안사거리1점,일반점,02-891-9010
경기,안양시,만안구 만안로 214  (안양동) .,312360,훈민텔레콤,경기 안양시 만안구 만안로 214  (안양동) .,강남영업담당,안산지점,P173296,훈민텔레콤_안양역점,일반점,070-7528-7529
경기,안양시,"동안구 동안로 120 105호 (호계동, 평촌올림픽스포츠센터)",311224,(주)나래,"경기 안양시 동안구 동안로 120 105호 (호계동, 평촌올림픽스포츠센터)",강남영업담당,수원지점,P221968,나래통신_범계점,일반점,031-360-3608
경기,안양시,만안구 안양로292번길 27 (안양동),312964,씨알엠컴퍼니 Nr,경기 안양시 만안구 안양로292번길 27 (안양동),강남영업담당,안산지점,P256132,씨알엠컴퍼니_분수대점,일반점,070-8290-2521
서울,금천구,독산로 137 (시흥동),311836,(주) 처음처럼,서울 금천구 독산로 137 (시흥동),강남영업담당,남서울지점,P290711,처음처럼_시흥2호점,일반점,070-7514-6367
서울,금천구,가산로 113 (가산동),312014,주식회사 브라더스플러스,서울 금천구 가산로 113 (가산동),강남영업담당,남서울지점,P291889,브라더스_가산점,일반점,070-4300-1253
서울,금천구,디지털로 212  (가산동) .,370304,가산직영점,서울 금천구 디지털로 212  (가산동) .,강남영업담당,남서울지점,P571960,가산직영점,일반점,070-5017-7218
서울,금천구,시흥대로 406 (독산동),312275,(주)와이즈피플,서울 금천구 시흥대로 406 (독산동),강남영업담당,남서울지점,P252499,독산동점,일반점,070-8202-8288
경기,군포시,산본로323번길 16-12 광정동 1134-1번지 센타빌딩B동 104호,313579,소이모바일,경기도 군포시 산본로323번길 16-12 광정동 1134-1번지 센타빌딩B동 104호,강남영업담당,안산지점,P036083,소이모바일_산본점,일반점,070-4379-8253
